Cycle,#4_SOH,#5_SOH
1010,0.934964818,0.942008364
1011,0.934867636,0.941911818
1012,0.934811,0.942026636
1013,0.934725364,0.941780273
1014,0.934647091,0.941881636
1015,0.934400545,0.941784182
1016,0.93437,0.941747182
1017,0.934242636,0.941646636
1018,0.934187182,0.941569364
1019,0.934195727,0.941614636
1020,0.934128364,0.941644909
1021,0.934038909,0.941529455
1022,0.934173273,0.941411727
1023,0.933986182,0.941414
1024,0.934035455,0.941364727
1025,0.933710545,0.941313818
1026,0.933662,0.941263364
1027,0.933662455,0.941344909
1028,0.933686909,0.941230455
1029,0.933546818,0.941206727
1030,0.933524545,0.941248273
1031,0.933245727,0.941090455
1032,0.933164182,0.941003455
1033,0.933211727,0.941042364
1034,0.933066636,0.940836091
1035,0.932929364,0.940851636
1036,0.932907182,0.940835364
1037,0.932801182,0.940733091
1038,0.932769455,0.940717455
1039,0.932746909,0.940614
1040,0.932673182,0.940586
1041,0.932737909,0.940514
1042,0.9326,0.940501273
1043,0.932627091,0.940377909
1044,0.932546545,0.940318455
1045,0.932405364,0.940253273
1046,0.932370273,0.940236364
1047,0.932305182,0.940159364
1048,0.932277545,0.940184273
1049,0.932109273,0.940058636
1050,0.932038818,0.939988182
1051,0.932065182,0.940029818
1052,0.932003545,0.940046545
1053,0.931959545,0.939858909
1054,0.931948455,0.939841273
1055,0.931713909,0.939802455
1056,0.931731545,0.939694727
1057,0.931597909,0.939714727
1058,0.931484091,0.939664636
1059,0.931449,0.939520455
1060,0.931420364,0.939447727
1061,0.931351818,0.939344909
1062,0.931274364,0.939366818
1063,0.931191636,0.939279545
1064,0.931122909,0.939273909
1065,0.931024909,0.939184455
1066,0.930941455,0.939098455
1067,0.930797182,0.939023727
1068,0.930795636,0.939082273
1069,0.930636455,0.939054727
1070,0.930590455,0.938894636
1071,0.930527545,0.938939
1072,0.930549,0.938867636
1073,0.930414636,0.938856909
1074,0.930306455,0.938723909
1075,0.930296182,0.938661818
1076,0.930181636,0.938463636
1077,0.930111545,0.938441545
1078,0.930079364,0.938476182
1079,0.929991909,0.938293364
1080,0.929920364,0.938293545
1081,0.929748182,0.938277
1082,0.929595273,0.938129273
1083,0.929440545,0.938209364
1084,0.929375545,0.938058091
1085,0.929232182,0.938042182
1086,0.929174636,0.937996545
1087,0.929133455,0.938001636
1088,0.929027727,0.937850273
1089,0.928899091,0.937744909
1090,0.928867,0.937662545
1091,0.928742909,0.937591818
1092,0.928683727,0.937495
1093,0.928627909,0.937454182
1094,0.928536,0.937401909
1095,0.928358364,0.937375455
1096,0.928307455,0.93721
1097,0.928214818,0.937181182
1098,0.928145,0.937132
1099,0.928088,0.937067818
1100,0.928020455,0.937032818
1101,0.927865182,0.936888455
1102,0.927785818,0.936797636
1103,0.927712455,0.936761636
1104,0.927602455,0.936579182
1105,0.927551182,0.936521727
1106,0.927429182,0.936459636
1107,0.927322909,0.936557091
1108,0.927253273,0.936359909
1109,0.927160727,0.936317
1110,0.927047818,0.936225636
1111,0.927116545,0.936203545
1112,0.927011545,0.936118727
1113,0.926883727,0.935983182
1114,0.926803909,0.935919545
1115,0.926727364,0.935911364
1116,0.926643273,0.935829909
1117,0.926539455,0.935758364
1118,0.926467727,0.935736455
1119,0.926373545,0.935643
1120,0.926320909,0.935640455
1121,0.926304091,0.935532364
1122,0.926196909,0.935543364
1123,0.926252909,0.935420818
1124,0.926051455,0.93541
1125,0.925811455,0.935359545
1126,0.925782091,0.935413273
1127,0.925881636,0.935270818
1128,0.925798545,0.935218636
1129,0.925634,0.935209818
1130,0.925557636,0.935032182
1131,0.925265727,0.935051
1132,0.925321545,0.935013545
1133,0.925134091,0.934867727
1134,0.925066364,0.934825455
1135,0.924971455,0.934675364
1136,0.924908182,0.934629
1137,0.924838545,0.934436182
1138,0.924773455,0.934455727
1139,0.924614091,0.934341091
1140,0.924502182,0.934298818
1141,0.924347818,0.934268273
1142,0.924318273,0.934305545
1143,0.924197364,0.934129909
1144,0.924123455,0.934096364
1145,0.924089,0.934048364
1146,0.923974727,0.934032636
1147,0.923865364,0.933917909
1148,0.923826545,0.933883182
1149,0.923685909,0.933860545
1150,0.923529182,0.933764455
1151,0.923503455,0.933724636
1152,0.923467909,0.933617
1153,0.923273636,0.933511455
1154,0.923225545,0.933519364
1155,0.923232091,0.933464
1156,0.923108182,0.933422636
1157,0.922966091,0.933454818
1158,0.922812545,0.933322727
1159,0.922716818,0.933234909
1160,0.922701182,0.933253545
1161,0.922436909,0.933146727
1162,0.922342909,0.933087818
1163,0.922222364,0.933053636
1164,0.922181818,0.932872818
1165,0.922042364,0.932845818
1166,0.921965364,0.932811
1167,0.921916182,0.932865273
1168,0.921881818,0.932832091
1169,0.921755636,0.932682545
1170,0.921713091,0.932621
1171,0.921637364,0.932561909
1172,0.921504,0.932490091
1173,0.921459091,0.932444455
1174,0.921388091,0.932384909
1175,0.921265,0.932289273
1176,0.921169182,0.932242455
1177,0.921112636,0.932116091
1178,0.920993455,0.932114091
1179,0.920808636,0.932054455
1180,0.920578,0.931900545
1181,0.920551364,0.931968545
1182,0.920474182,0.931835727
1183,0.920444818,0.931811909
1184,0.920368,0.931609364
1185,0.920206818,0.931632636
1186,0.920210818,0.931490909
1187,0.920178364,0.931496
1188,0.920202364,0.931448182
1189,0.919943727,0.931415545
1190,0.919938273,0.931231545
1191,0.919815545,0.931268364
1192,0.919595182,0.931123909
1193,0.919507,0.931115909
1194,0.919391091,0.930925636
1195,0.919381909,0.930889727
1196,0.919294364,0.930767273
1197,0.919239182,0.930856909
1198,0.919192727,0.930621
1199,0.919032091,0.930562818
1200,0.918985273,0.930514364
1201,0.918990091,0.930478545
1202,0.919277273,0.930490364
1203,0.919286545,0.930417091
1204,0.919323727,0.930335273
1205,0.919331636,0.930227909
1206,0.919129182,0.930100545
1207,0.919122455,0.930070909
1208,0.919084727,0.930070545
1209,0.919079909,0.929926727
1210,0.919046182,0.929891455
1211,0.918898545,0.929831636
1212,0.918600364,0.929743273
1213,0.918566455,0.929656636
1214,0.918422545,0.929676818
1215,0.918389545,0.929617455
1216,0.918268364,0.929563091
1217,0.918226545,0.929496727
1218,0.918206727,0.929472636
1219,0.918096455,0.929395818
1220,0.918124364,0.929261
1221,0.918100636,0.929121455
1222,0.917934182,0.929056636
1223,0.917804818,0.928958364
1224,0.917658182,0.929023455
1225,0.917536273,0.928852636
1226,0.917315455,0.928766364
1227,0.917192545,0.928662909
1228,0.917073909,0.928612
1229,0.917026455,0.928589727
1230,0.916944545,0.928613727
1231,0.916896091,0.928534091
1232,0.916772727,0.928404455
1233,0.916738545,0.928255091
1234,0.916808545,0.928244273
1235,0.916667818,0.928210636
1236,0.916543455,0.928177091
1237,0.916322818,0.928105
1238,0.916366818,0.928003364
1239,0.916234,0.927927727
1240,0.915938909,0.927777545
1241,0.916015545,0.927754545
1242,0.915921818,0.927696727
1243,0.915986,0.927633182
1244,0.915870545,0.927596545
1245,0.915650364,0.927451818
1246,0.915514,0.927364818
1247,0.915413273,0.927376455
1248,0.915528182,0.927389364
1249,0.915328818,0.927377636
1250,0.915297273,0.927419091
1251,0.915188909,0.927426091
1252,0.91512,0.927327455
1253,0.915023273,0.927296909
1254,0.914951,0.927267909
1255,0.914807,0.927226364
1256,0.914737,0.927059091
1257,0.914518273,0.927081
1258,0.914430545,0.927025909
1259,0.914365091,0.926911727
1260,0.914328273,0.926817
1261,0.914167636,0.926874182
1262,0.914143364,0.926712727
1263,0.913803182,0.926632091
1264,0.913795636,0.926573818
1265,0.913796273,0.926465455
1266,0.913490273,0.926484455
1267,0.913384636,0.926392091
1268,0.913359818,0.926301273
1269,0.913193636,0.926249091
1270,0.912964818,0.926200182
1271,0.912858636,0.926034364
1272,0.912717545,0.925989455
1273,0.912627182,0.925890636
1274,0.912534545,0.925812182
1275,0.912564273,0.925734273
1276,0.912524545,0.925637182
1277,0.912272455,0.925527273
1278,0.912244636,0.925517636
1279,0.912026364,0.925334182
1280,0.911878364,0.925305545
1281,0.911874091,0.925264182
1282,0.911626273,0.925228455
1283,0.911536182,0.925211182
1284,0.911401727,0.925145273
1285,0.911275727,0.925050545
1286,0.911231273,0.924896455
1287,0.911079818,0.924916818
1288,0.910997818,0.924763455
1289,0.910852364,0.924857545
1290,0.910663091,0.924785455
1291,0.910564545,0.924693818
1292,0.910582091,0.924634364
1293,0.910658909,0.924521818
1294,0.910549909,0.924475636
1295,0.910341545,0.924482273
1296,0.910237818,0.924375273
1297,0.910116455,0.924392636
1298,0.909934,0.924350818
1299,0.909783364,0.924287909
1300,0.909679909,0.924141636
1301,0.909550364,0.924045455
1302,0.909483455,0.923940909
1303,0.909327455,0.923926273
1304,0.909237,0.923781727
1305,0.909095091,0.923707364
1306,0.908958691,0.923765455
1307,0.9088325,0.923592545
1308,0.908686736,0.923466182
1309,0.908649782,0.923418545
1310,0.908515618,0.923479455
1311,0.908362591,0.923308818
1312,0.908171045,0.923164
1313,0.907863164,0.923110545
1314,0.907873291,0.923029818
1315,0.907873618,0.922919273
1316,0.907716918,0.922883636
1317,0.9075387,0.922728455
1318,0.907386645,0.922672818
1319,0.907250209,0.922705455
1320,0.907024691,0.922532182
1321,0.906987409,0.922499364
1322,0.906812118,0.922365727
1323,0.9066514,0.922399364
1324,0.9064902,0.922271636
1325,0.906352727,0.922181727
1326,0.905876809,0.922102636
1327,0.9057019,0.921997818
1328,0.905571745,0.922020364
1329,0.905380627,0.921912727
1330,0.905146818,0.921743636
1331,0.904953209,0.921801727
1332,0.9048431,0.921715182
1333,0.904680218,0.921619273
1334,0.904596773,0.921559545
1335,0.904441473,0.921454545
1336,0.904460118,0.921468182
1337,0.9039473,0.921355273
1338,0.903720582,0.921239545
1339,0.903484009,0.921265
1340,0.903448464,0.921174818
1341,0.903444782,0.921105818
1342,0.903344809,0.921016364
1343,0.902793682,0.920938909
1344,0.902907791,0.920849909
1345,0.902651709,0.920712545
1346,0.9025771,0.920699091
1347,0.902438,0.920515091
1348,0.902284218,0.920470545
1349,0.902104864,0.920283909
1350,0.9019409,0.920220091
1351,0.901779636,0.920120273
1352,0.901587609,0.920016091
1353,0.9012782,0.919970091
1354,0.901147936,0.919912273
1355,0.900916618,0.919791636
1356,0.900715155,0.919784545
1357,0.9004911,0.919651364
1358,0.900355255,0.919597727
1359,0.900109682,0.919402091
1360,0.899563973,0.919424364
1361,0.899208409,0.919311364
1362,0.899025091,0.919224636
1363,0.898886536,0.919149
1364,0.898626773,0.919142727
1365,0.898311082,0.918973727
1366,0.898147118,0.918831818
1367,0.897887191,0.918679
1368,0.897741155,0.918691818
1369,0.897472282,0.918621273
1370,0.8971825,0.918436636
1371,0.897052345,0.918390545
1372,0.896830291,0.918211364
1373,0.896662364,0.918084727
1374,0.896344673,0.918069364
1375,0.8961036,0.917911273
1376,0.895819391,0.917842091
1377,0.895628445,0.917714
1378,0.895468755,0.917502182
1379,0.895154045,0.917440455
1380,0.894898827,0.917234455
1381,0.894751818,0.917302
1382,0.8944687,0.917160909
1383,0.894277855,0.917082727
1384,0.893995436,0.916962909
1385,0.893793809,0.916873455
1386,0.893542873,0.916786909
1387,0.893321309,0.916683545
1388,0.892957445,0.916605364
1389,0.892794291,0.916441364
1390,0.8925439,0.916331273
1391,0.892361782,0.916172636
1392,0.892089982,0.916110636
1393,0.891505645,0.916014182
1394,0.891175809,0.915925
1395,0.890851782,0.915845091
1396,0.890558691,0.915792818
1397,0.890329209,0.915760636
1398,0.8901627,0.915616727
1399,0.889806964,0.915510182
1400,0.889621645,0.915359364
1401,0.8893486,0.915255909
1402,0.889145782,0.915240818
1403,0.888900809,0.915048455
1404,0.888664618,0.914952364
1405,0.888406636,0.914934
1406,0.888023164,0.914715545
1407,0.887800727,0.914641
1408,0.887398282,0.914489273
1409,0.887226355,0.914375636
1410,0.886869809,0.914296545
1411,0.886441582,0.914206
1412,0.886324755,0.914076273
1413,0.885911155,0.913924909
1414,0.885631555,0.913813727
1415,0.885460536,0.913652182
1416,0.8850736,0.913592727
1417,0.884793455,0.913524
1418,0.884512991,0.913349273
1419,0.884361645,0.913225909
1420,0.8839067,0.913130455
1421,0.883571827,0.913078091
1422,0.883317755,0.912920545
1423,0.883046664,0.912824
1424,0.882703664,0.912622182
1425,0.882463291,0.912559545
1426,0.882004445,0.912430273
1427,0.881651318,0.912329727
1428,0.881397127,0.912278909
1429,0.881067727,0.912014273
1430,0.880776264,0.911970273
1431,0.880535245,0.911838818
1432,0.880226009,0.911776364
1433,0.879969491,0.911601364
1434,0.879694655,0.911429545
1435,0.8793574,0.911323273
1436,0.879104736,0.911203273
1437,0.878854718,0.911059273
1438,0.878612073,0.910928545
1439,0.878307327,0.910762636
1440,0.8779283,0.910689545
1441,0.877461755,0.910537909
1442,0.877233745,0.91041
1443,0.876889609,0.910246091
1444,0.876480182,0.910161909
1445,0.876159127,0.909891364
1446,0.875883482,0.909817909
1447,0.8757472,0.909698364
1448,0.875398573,0.909606455
1449,0.875136745,0.909361818
1450,0.874856873,0.909198091
1451,0.874544873,0.909119727
1452,0.874202418,0.908978745
1453,0.8737874,0.908767418
1454,0.873445818,0.908641873
1455,0.873125845,0.9085212
1456,0.872855891,0.908357391
1457,0.872446518,0.908275518
1458,0.872132673,0.908065382
1459,0.871800018,0.907891609
1460,0.871543073,0.907771482
1461,0.871215464,0.907553709
1462,0.870883409,0.9073362
1463,0.870615082,0.9071737
1464,0.870364255,0.906921791
1465,0.869958182,0.906730945
1466,0.869717491,0.906658664
1467,0.869458482,0.906478982
1468,0.869168045,0.906284991
1469,0.8688601,0.906122218
1470,0.868660864,0.906001818
1471,0.868274027,0.905828209
1472,0.868002555,0.905579818
1473,0.867560618,0.905481364
1474,0.867249536,0.905275236
1475,0.8669546,0.905074582
1476,0.866699436,0.904756136
1477,0.8664077,0.904581982
1478,0.866179845,0.904297555
1479,0.865782991,0.904137273
1480,0.865433918,0.904032591
1481,0.865127336,0.903781709
1482,0.864802055,0.9035402
1483,0.8644984,0.903392327
1484,0.864224109,0.903328227
1485,0.863866373,0.903159655
1486,0.863506418,0.902902536
1487,0.863143318,0.9027253
1488,0.862882136,0.902459455
1489,0.862559082,0.902226136
1490,0.862137082,0.902040709
1491,0.861897036,0.901932064
1492,0.861600364,0.901641518
1493,0.861211255,0.901303345
1494,0.860750564,0.901053436
1495,0.860304127,0.900862436
1496,0.860126073,0.900612309
1497,0.860037645,0.900354764
1498,0.859676709,0.900132982
1499,0.859462455,0.8998381
1500,0.859134091,0.899738073
1501,0.858768336,0.899372964
1502,0.858475564,0.899152427
1503,0.858033027,0.898912873
1504,0.857693118,0.898589764
1505,0.857191027,0.898431327
1506,0.857059309,0.8981514
1507,0.856461582,0.897991982
1508,0.856248082,0.897701436
1509,0.855957109,0.897455918
1510,0.855760627,0.897270655
1511,0.8556282,0.897072227
1512,0.855180355,0.896830718
1513,0.855129255,0.896530045
1514,0.854380345,0.8962227
1515,0.854139327,0.895874336
1516,0.853828573,0.895651845
1517,0.853576282,0.895369645
1518,0.853242982,0.895100564
1519,0.852954173,0.894881218
1520,0.852617509,0.894600964
1521,0.852258155,0.894389909
1522,0.851925555,0.8941147
1523,0.8514776,0.893878718
1524,0.851122091,0.893648973
1525,0.8507475,0.893408064
1526,0.850395509,0.893177609
1527,0.850001027,0.892900936
1528,0.849701764,0.892631191
1529,0.849383527,0.892333609
1530,0.848827309,0.892071236
1531,0.848541318,0.891833518
1532,0.848083818,0.891576955
1533,0.8477942,0.891328509
1534,0.8475231,0.891062836
1535,0.847085173,0.890761182
1536,0.846648645,0.890498436
1537,0.846340118,0.890238882
1538,0.846060573,0.889976027
1539,0.845739027,0.889734464
1540,0.845158645,0.889434109
1541,0.844695836,0.889137336
1542,0.844393318,0.888901082
1543,0.843724827,0.888541073
1544,0.843532245,0.888424082
1545,0.843061536,0.888063473
1546,0.842812873,0.887812973
1547,0.842493227,0.887599745
1548,0.842185509,0.887343127
1549,0.841628255,0.887086936
1550,0.8413375,0.886911045
1551,0.840874264,0.886660055
1552,0.840494364,0.8864237
1553,0.840199809,0.886250464
1554,0.839731855,0.885988364
1555,0.8394852,0.885595627
1556,0.8391221,0.885344145
1557,0.8386555,0.885119655
1558,0.838311909,0.884831218
1559,0.837915218,0.884542573
1560,0.837556555,0.884290718
1561,0.837204945,0.884061945
1562,0.836423145,0.883702691
1563,0.835602445,0.883521218
1564,0.835193018,0.883352755
1565,0.834748255,0.883007373
1566,0.834268227,0.882819836
1567,0.833977409,0.882565755
1568,0.833510218,0.882247691
1569,0.8330505,0.882083664
1570,0.832613436,0.881830891
1571,0.832189918,0.881473855
1572,0.831795118,0.881139582
1573,0.831393436,0.880926418
1574,0.830944618,0.880612782
1575,0.830496282,0.880402055
1576,0.830000582,0.880130309
1577,0.829505327,0.879846536
1578,0.8290164,0.879634618
1579,0.828594673,0.879346291
1580,0.828185245,0.879095955
1581,0.827782909,0.878738927
1582,0.8273206,0.878540173
1583,0.826829673,0.878223236
1584,0.826458445,0.877921364
1585,0.826004036,0.877679209
1586,0.825627391,0.877410773
1587,0.825114355,0.8770429
1588,0.824682391,0.876893618
1589,0.824234427,0.876600636
1590,0.823852473,0.876373
1591,0.823445918,0.876106182
1592,0.823097173,0.875823927
1593,0.822215355,0.875478873
1594,0.821797736,0.875192936
1595,0.821285355,0.874978736
1596,0.820865682,0.874671227
1597,0.820313527,0.874438718
1598,0.819875818,0.874130182
1599,0.819361264,0.873700491
1600,0.818953945,0.873431727
1601,0.818509836,0.873229555
1602,0.818112709,0.8729822
1603,0.817600709,0.872708718
1604,0.816980709,0.872400673
1605,0.816803036,0.8720625
1606,0.816428064,0.871877673
1607,0.816019718,0.871532236
1608,0.815559355,0.871317336
1609,0.815156809,0.871007391
1610,0.814651309,0.870754445
1611,0.814227845,0.870517491
1612,0.813759455,0.870284273
1613,0.812988882,0.869893755
1614,0.812696,0.869473055
1615,0.812279964,0.869118136
1616,0.811731982,0.868843309
1617,0.811288464,0.868434473
1618,0.810834064,0.868133091
1619,0.8103453,0.867903991
1620,0.809887318,0.867540836
1621,0.809284882,0.867150264
1622,0.809038391,0.866885836
1623,0.808300055,0.866603091
1624,0.8079065,0.8662543
1625,0.807518691,0.865973936
1626,0.807207773,0.865715582
1627,0.806803327,0.865510973
1628,0.8063325,0.865006118
1629,0.805707036,0.864613164
1630,0.805403318,0.864344182
1631,0.804987927,0.864001945
1632,0.8043546,0.863701864
1633,0.803859773,0.863363582
1634,0.803231218,0.863033855
1635,0.802812518,0.862773927
1636,0.802416582,0.862515355
1637,0.801960227,0.862118709
1638,0.801572582,0.861756264
1639,0.801245027,0.861299364
1640,0.800817827,0.861213318
1641,0.800341309,0.860863436
1642,,0.860534582
1643,,0.860184
1644,,0.859806318
1645,,0.859653136
1646,,0.859254982
1647,,0.858867009
1648,,0.858633136
1649,,0.858327418
1650,,0.857952782
1651,,0.857668736
1652,,0.857221755
1653,,0.856903191
1654,,0.856570009
1655,,0.856227764
1656,,0.855853664
1657,,0.855538955
1658,,0.8552399
1659,,0.854977482
1660,,0.8546788
1661,,0.854235345
1662,,0.853809718
1663,,0.853553573
1664,,0.853143227
1665,,0.852869745
1666,,0.852427373
1667,,0.852185864
1668,,0.8518808
1669,,0.851495591
1670,,0.851197945
1671,,0.850888109
1672,,0.850666109
1673,,0.850290491
1674,,0.849822273
1675,,0.8496667
1676,,0.849277973
1677,,0.848889727
1678,,0.848453264
1679,,0.848214845
1680,,0.847909936
1681,,0.847565209
1682,,0.847121691
1683,,0.846795009
1684,,0.846474173
1685,,0.846076555
1686,,0.845795655
1687,,0.8454506
1688,,0.845107164
1689,,0.844757336
1690,,0.8444248
1691,,0.8441102
1692,,0.843697191
1693,,0.843336745
1694,,0.842908245
1695,,0.842612009
1696,,0.842201709
1697,,0.841919945
1698,,0.8415783
1699,,0.840934409
1700,,0.840253236
1701,,0.8398166
1702,,0.839750227
1703,,0.838887964
1704,,0.838960955
1705,,0.838297818
1706,,0.838199473
1707,,0.837815027
1708,,0.837154609
1709,,0.837228245
1710,,0.836210955
1711,,0.8362458
1712,,0.8356549
1713,,0.835198164
1714,,0.835006618
1715,,0.834108155
1716,,0.8342647
1717,,0.833428936
1718,,0.833712545
1719,,0.8328609
1720,,0.832412464
1721,,0.832205036
1722,,0.8316266
1723,,0.831523045
1724,,0.8311755
1725,,0.830682573
1726,,0.829912636
1727,,0.8305613
1728,,0.829331927
1729,,0.829267227
1730,,0.828349318
1731,,0.828245009
1732,,0.827719627
1733,,0.827478391
1734,,0.827077082
1735,,0.826342218
1736,,0.826302873
1737,,0.825519991
1738,,0.825705909
1739,,0.824751473
1740,,0.824460282
1741,,0.823733427
1742,,0.823787236
1743,,0.823015409
1744,,0.823205164
1745,,0.822219955
1746,,0.822212591
1747,,0.821530064
1748,,0.821501073
1749,,0.820805973
1750,,0.820369018
1751,,0.819935309
1752,,0.819595236
1753,,0.819318291
1754,,0.818633491
1755,,0.818463073
1756,,0.817545927
1757,,0.817678627
1758,,0.816856891
1759,,0.816905609
1760,,0.816278236
1761,,0.815620264
1762,,0.815609582
1763,,0.814984064
1764,,0.815125
1765,,0.814225509
1766,,0.813931064
1767,,0.8134125
1768,,0.813128891
1769,,0.812714045
1770,,0.812091991
1771,,0.811792555
1772,,0.811010327
1773,,0.8111867
1774,,0.810281364
1775,,0.810418182
1776,,0.809540745
1777,,0.809179109
1778,,0.808733482
1779,,0.808235891
1780,,0.808035727
1781,,0.807184473
1782,,0.807260491
1783,,0.806433018
1784,,0.806460709
1785,,0.805610255
1786,,0.805500473
1787,,0.804691427
1788,,0.804540891
1789,,0.803995782
1790,,0.804027209
1791,,0.803385327
1792,,0.802720355
1793,,0.802698027
1794,,0.802006555
1795,,0.8019475
1796,,0.801398755
1797,,0.80131
1798,,0.800803036
1799,,0.800687945
1800,,0.800429582
1801,,
1802,,
1803,,
1804,,
1805,,
1806,,
1807,,
1808,,
1809,,
1810,,
1811,,
1812,,
1813,,
1814,,
1815,,
1816,,
1817,,
1818,,
1819,,
1820,,
1821,,
1822,,
1823,,
1824,,
1825,,
1826,,
1827,,
1828,,
1829,,
1830,,
1831,,
1832,,
1833,,
1834,,
1835,,
1836,,
1837,,
1838,,
1839,,
1840,,
1841,,
1842,,
1843,,
1844,,
1845,,
1846,,
1847,,
1848,,
1849,,
1850,,
1851,,
1852,,
1853,,
1854,,
1855,,
1856,,
1857,,
1858,,
1859,,
1860,,
1861,,
1862,,
1863,,
1864,,
1865,,
1866,,
1867,,
1868,,
1869,,
1870,,
1871,,
1872,,
1873,,
1874,,
1875,,
1876,,
1877,,
1878,,
1879,,
1880,,
1881,,
1882,,
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,,
1890,,
1891,,
1892,,
1893,,
1894,,
1895,,
1896,,
1897,,
1898,,
1899,,
1900,,
1901,,
1902,,
1903,,
1904,,
1905,,
1906,,
1907,,
1908,,
1909,,
1910,,
1911,,
1912,,
1913,,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,,
1921,,
1922,,
1923,,
1924,,
1925,,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,,
1937,,
1938,,
1939,,
1940,,
1941,,
1942,,
1943,,
1944,,
1945,,
1946,,
1947,,
1948,,
1949,,
1950,,
1951,,
1952,,
1953,,
1954,,
1955,,
1956,,
1957,,
1958,,
1959,,
1960,,
1961,,
1962,,
1963,,
1964,,
1965,,
1966,,
1967,,
1968,,
1969,,
1970,,
1971,,
1972,,
1973,,
1974,,
1975,,
1976,,
1977,,
1978,,
1979,,
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,,
2019,,
2020,,
2021,,
2022,,
2023,,
2024,,
2025,,
2026,,
2027,,
2028,,
2029,,
2030,,
2031,,
2032,,
2033,,
2034,,
2035,,
2036,,
2037,,
2038,,
2039,,
2040,,
2041,,
2042,,
2043,,
2044,,
2045,,
2046,,
2047,,
2048,,
2049,,
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,,
2057,,
2058,,
2059,,
2060,,
2061,,
2062,,
2063,,
2064,,
2065,,
2066,,
2067,,
2068,,
2069,,
2070,,
2071,,
2072,,
2073,,
2074,,
2075,,
2076,,
2077,,
2078,,
2079,,
2080,,
2081,,
2082,,
2083,,
2084,,
2085,,
2086,,
2087,,
2088,,
2089,,
2090,,
2091,,
2092,,
2093,,
2094,,
2095,,
2096,,
2097,,
2098,,
2099,,
2100,,
2101,,
2102,,
2103,,
2104,,
2105,,
2106,,
2107,,
2108,,
2109,,
2110,,
2111,,
2112,,
2113,,
2114,,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,,
2122,,
2123,,
2124,,
2125,,
2126,,
2127,,
2128,,
2129,,
2130,,
2131,,
2132,,
2133,,
2134,,
2135,,
2136,,
2137,,
2138,,
2139,,
2140,,
2141,,
2142,,
2143,,
2144,,
2145,,
2146,,
2147,,
2148,,
2149,,
2150,,
2151,,
2152,,
2153,,
2154,,
2155,,
2156,,
2157,,
2158,,
2159,,
2160,,
2161,,
2162,,
2163,,
2164,,
2165,,
2166,,
2167,,
2168,,
2169,,
2170,,
2171,,
2172,,
2173,,
2174,,
2175,,
2176,,
2177,,
2178,,
2179,,
2180,,
2181,,
2182,,
2183,,
2184,,
2185,,
2186,,
2187,,
2188,,
2189,,
2190,,
2191,,
2192,,
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,,
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
