Cycle,Battery#1,Battery#2,Battery#3,#1_SOH,#2_SOH,#3_SOH
371,1.0743726,1.0788926,1.0676295,0.976702364,0.980811455,0.891646777
372,1.0741397,1.0786905,1.0675622,0.976490636,0.980627727,0.891479752
373,1.0739725,1.0784998,1.0675855,0.976338636,0.980454364,0.891322149
374,1.0738165,1.0783615,1.0679543,0.976196818,0.980328636,0.891207851
375,1.0737524,1.0782696,1.0655049,0.976138545,0.980245091,0.891131901
376,1.0733318,1.0782193,1.0653461,0.975756182,0.980199364,0.891090331
377,1.0735106,1.0781486,1.0629482,0.975918727,0.980135091,0.891031901
378,1.0735966,1.0781941,1.0594556,0.975996909,0.980176455,0.891069505
379,1.0735462,1.0781721,1.0653667,0.975951091,0.980156455,0.891051323
380,1.0735968,1.0781236,1.0681189,0.975997091,0.980112364,0.89101124
381,1.0736037,1.0781115,1.0680037,0.976003364,0.980101364,0.89100124
382,1.0734512,1.0781264,1.0679121,0.975864727,0.980114909,0.891013554
383,1.0737031,1.0782268,1.0673084,0.976093727,0.980206182,0.891096529
384,1.0737282,1.0781873,1.0674245,0.976116545,0.980170273,0.891063885
385,1.0736164,1.0781057,1.0675998,0.976014909,0.980096091,0.890996446
386,1.0732094,1.0779345,1.0681614,0.975644909,0.979940455,0.890854959
387,1.0733148,1.0778304,1.0667884,0.975740727,0.979845818,0.890768925
388,1.0732375,1.0777211,1.0499117,0.975670455,0.979746455,0.890678595
389,1.0733236,1.0778693,1.0487819,0.975748727,0.979881182,0.890801075
390,1.0735202,1.0780573,1.0409842,0.975927455,0.980052091,0.890956446
391,1.0736946,1.0782228,1.054733,0.976086,0.980202545,0.891093223
392,1.0738062,1.0783082,1.0663438,0.976187455,0.980280182,0.891163802
393,1.0738928,1.0784098,1.0636747,0.976266182,0.980372545,0.891247768
394,1.0739291,1.0784452,1.0661352,0.976299182,0.980404727,0.891277025
395,1.0739547,1.0784394,1.067439,0.976322455,0.980399455,0.891272232
396,1.0739543,1.078418,1.0632888,0.976322091,0.98038,0.891254545
397,1.0736508,1.0781161,1.0647497,0.976046182,0.980105545,0.891005041
398,1.0733641,1.0778599,1.0652326,0.975785545,0.979872636,0.890793305
399,1.0731798,1.0776757,1.0636783,0.975618,0.979705182,0.890641075
400,1.0730301,1.0775154,1.0658928,0.975481909,0.979559455,0.890508595
401,1.0729581,1.077435,1.0619923,0.975416455,0.979486364,0.890442149
402,1.0728813,1.0773478,1.0594559,0.975346636,0.979407091,0.890370083
403,1.0728061,1.0773003,1.058076,0.975278273,0.979363909,0.890330826
404,1.0728029,1.0772712,1.0449606,0.975275364,0.979337455,0.890306777
405,1.0727966,1.0772387,1.0608855,0.975269636,0.979307909,0.890279917
406,1.072812,1.0772605,1.0548323,0.975283636,0.979327727,0.890297934
407,1.0727965,1.0772508,1.0426595,0.975269545,0.979318909,0.890289917
408,1.072793,1.0772288,1.0669585,0.975266364,0.979298909,0.890271735
409,1.07291,1.0773697,1.0656699,0.975372727,0.979427,0.890388182
410,1.0729449,1.0774386,1.0656745,0.975404455,0.979489636,0.890445124
411,1.0728635,1.0773662,1.0665383,0.975330455,0.979423818,0.890385289
412,1.0727617,1.0772254,1.0629419,0.975237909,0.979295818,0.890268925
413,1.0726027,1.0770916,1.0556192,0.975093364,0.979174182,0.890158347
414,1.0724785,1.0769926,1.0669644,0.974980455,0.979084182,0.890076529
415,1.072441,1.0769438,1.0645865,0.974946364,0.979039818,0.890036198
416,1.0726017,1.0771328,1.0439526,0.975092455,0.979211636,0.890192396
417,1.0727917,1.0773152,1.0560402,0.975265182,0.979377455,0.890343141
418,1.0729266,1.0774344,1.0669073,0.975387818,0.979485818,0.890441653
419,1.0730158,1.0774941,1.0662833,0.975468909,0.979540091,0.890490992
420,1.0730367,1.0775131,1.0667531,0.975487909,0.979557364,0.890506695
421,1.0730126,1.0774316,1.0661353,0.975466,0.979483273,0.890439339
422,1.0729802,1.0774074,1.063808,0.975436545,0.979461273,0.890419339
423,1.0727934,1.0771635,1.0638028,0.975266727,0.979239545,0.890217768
424,1.0725113,1.0769451,1.0649281,0.975010273,0.979041,0.890037273
425,1.0722644,1.076761,1.0635319,0.974785818,0.978873636,0.889885124
426,1.072119,1.0765847,1.0646418,0.974653636,0.978713364,0.889739422
427,1.0719939,1.076472,1.0513592,0.974539909,0.978610909,0.889646281
428,1.0719556,1.0764322,1.0622097,0.974505091,0.978574727,0.889613388
429,1.0719351,1.0763853,1.0548745,0.974486455,0.978532091,0.889574628
430,1.0719007,1.0763484,1.056126,0.974455182,0.978498545,0.889544132
431,1.0718796,1.0763351,1.0548553,0.974436,0.978486455,0.889533141
432,1.0718626,1.0763147,1.0401301,0.974420545,0.978467909,0.889516281
433,1.0718318,1.0763103,1.0560426,0.974392545,0.978463909,0.889512645
434,1.0718457,1.0762957,1.0644474,0.974405182,0.978450636,0.889500578
435,1.0718414,1.0763397,1.0630739,0.974401273,0.978490636,0.889536942
436,1.0719668,1.0764672,1.0643857,0.974515273,0.978606545,0.889642314
437,1.0719213,1.0764256,1.0652679,0.974473909,0.978568727,0.889607934
438,1.0717525,1.0762469,1.0605631,0.974320455,0.978406273,0.889460248
439,1.0716239,1.0761455,1.061882,0.974203545,0.978314091,0.889376446
440,1.0715833,1.0760616,1.0604329,0.974166636,0.978237818,0.889307107
441,1.0715199,1.0760143,1.0625196,0.974109,0.978194818,0.889268016
442,1.0716007,1.0761213,1.0639434,0.974182455,0.978292091,0.889356446
443,1.0717331,1.076252,1.0656309,0.974302818,0.978410909,0.889464463
444,1.0718055,1.0763233,1.0659555,0.974368636,0.978475727,0.889523388
445,1.0715779,1.0763732,1.0643766,0.974161727,0.978521091,0.889564628
446,1.071839,1.0761567,1.0592486,0.974399091,0.978324273,0.889385703
447,1.0718482,1.0763611,1.064343,0.974407455,0.978510091,0.889554628
448,1.0718659,1.0763779,1.0652808,0.974423545,0.978525364,0.889568513
449,1.0718762,1.0763863,1.0652997,0.974432909,0.978533,0.889575455
450,1.0716312,1.0761533,1.0651654,0.974210182,0.978321182,0.889382893
451,1.0714047,1.0759333,1.0648382,0.974004273,0.978121182,0.889201075
452,1.0712407,1.0757965,1.0647463,0.973855182,0.977996818,0.889088016
453,1.0707967,1.0756837,1.0647039,0.973451545,0.977894273,0.888994794
454,1.0710164,1.075597,1.063228,0.973651273,0.977815455,0.888923141
455,1.0710196,1.0755435,1.0547636,0.973654182,0.977766818,0.888878925
456,1.0709519,1.0755167,1.0632907,0.973592636,0.977742455,0.888856777
457,1.0707879,1.0754862,1.0640476,0.973443545,0.977714727,0.88883157
458,1.0708137,1.0754229,1.060768,0.973467,0.977657182,0.888779256
459,1.070776,1.0753751,1.0610192,0.973432727,0.977613727,0.888739752
460,1.0707228,1.0753145,1.0645175,0.973384364,0.977558636,0.888689669
461,1.070732,1.0752944,1.0599377,0.973392727,0.977540364,0.888673058
462,1.070677,1.0752643,1.0632949,0.973342727,0.977513,0.888648182
463,1.0706482,1.0752257,1.062016,0.973316545,0.977477909,0.888616281
464,1.0706171,1.075182,1.060432,0.973288273,0.977438182,0.888580165
465,1.0705854,1.0751038,1.0632564,0.973259455,0.977367091,0.888515537
466,1.070506,1.0750637,1.0594114,0.973187273,0.977330636,0.888482396
467,1.0704845,1.0749959,1.0634983,0.973167727,0.977269,0.888426364
468,1.0704633,1.0750818,1.0601008,0.973148455,0.977347091,0.888497355
469,1.0707554,1.0753161,1.0578228,0.973414,0.977560091,0.888690992
470,1.0709906,1.0755494,1.0611887,0.973627818,0.977772182,0.888883802
471,1.0711758,1.0757025,1.0416328,0.973796182,0.977911364,0.889010331
472,1.07128,1.07585,1.0612651,0.973890909,0.978045455,0.889132232
473,1.0713611,1.0759128,1.0647072,0.973964636,0.978102545,0.889184132
474,1.0714231,1.0759536,1.0646758,0.974021,0.978139636,0.889217851
475,1.0711192,1.075955,1.0641997,0.973744727,0.978140909,0.889219008
476,1.0712171,1.0757469,1.0642273,0.973833727,0.977951727,0.889047025
477,1.0708756,1.0753821,1.0633408,0.973523273,0.977620091,0.888745537
478,1.0706192,1.0751169,1.0639844,0.973290182,0.977379,0.888526364
479,1.0698606,1.0748576,1.0566306,0.972600545,0.977143273,0.888312066
480,1.0701998,1.0747756,1.0506681,0.972908909,0.977068727,0.888244297
481,1.0701228,1.0747006,1.058108,0.972838909,0.977000545,0.888182314
482,1.0699884,1.0743852,1.057606,0.972716727,0.976713818,0.887921653
483,1.0683315,1.0737654,1.056636,0.971210455,0.976150364,0.887409422
484,1.0676824,1.0724604,1.0612692,0.970620364,0.974964,0.886330909
485,1.0658338,1.0706861,1.051676,0.968939818,0.973351,0.884864545
486,1.0693549,1.0744799,1.0553005,0.972140818,0.976799909,0.887999917
487,1.0673257,1.0720251,1.0627018,0.970296091,0.974568273,0.885971157
488,1.0684655,1.0729429,1.0610656,0.971332273,0.975402636,0.886729669
489,1.0684922,1.0731013,1.0611809,0.971356545,0.975546636,0.886860578
490,1.0686233,1.0731936,1.0624331,0.971475727,0.975630545,0.886936859
491,1.0687215,1.0732886,1.0624239,0.971565,0.975716909,0.887015372
492,1.0687613,1.0732744,1.0626174,0.971601182,0.975704,0.887003636
493,1.0686775,1.0731803,1.06243,0.971525,0.975618455,0.886925868
494,1.0684254,1.0730234,1.0621339,0.971295818,0.975475818,0.886796198
495,1.0684909,1.0730793,1.0594182,0.971355364,0.975526636,0.886842396
496,1.0685868,1.0731853,1.0596466,0.971442545,0.975623,0.88693
497,1.0686284,1.0732666,1.0624814,0.971480364,0.975696909,0.88699719
498,1.0687661,1.0733747,1.0626481,0.971605545,0.975795182,0.887086529
499,1.0687946,1.0733953,1.061404,0.971631455,0.975813909,0.887103554
500,1.0688471,1.0734295,1.0621486,0.971679182,0.975845,0.887131818
501,1.0688672,1.0734336,1.0609982,0.971697455,0.975848727,0.887135206
502,1.0689055,1.0734513,1.0577871,0.971732273,0.975864818,0.887149835
503,1.0686378,1.0731754,1.0604461,0.971488909,0.975614,0.886921818
504,1.0683414,1.0729102,1.0615808,0.971219455,0.975372909,0.886702645
505,1.0681521,1.0727164,1.0617605,0.971047364,0.975196727,0.886542479
506,1.0680853,1.0726835,1.0619984,0.970986636,0.975166818,0.886515289
507,1.0680461,1.0726323,1.0580443,0.970951,0.975120273,0.886472975
508,1.0680203,1.0725625,1.0528724,0.970927545,0.975056818,0.886415289
509,1.0679197,1.07251,1.0519124,0.970836091,0.975009091,0.886371901
510,1.0678998,1.072457,1.0547196,0.970818,0.974960909,0.886328099
511,1.0678747,1.0724584,1.0373893,0.970795182,0.974962182,0.886329256
512,1.0678192,1.0724345,1.0544937,0.970744727,0.974940455,0.886309505
513,1.0677906,1.0724052,1.061681,0.970718727,0.974913818,0.886285289
514,1.0677688,1.0724219,1.0611736,0.970698909,0.974929,0.886299091
515,1.067811,1.0723759,1.0567899,0.970737273,0.974887182,0.886261075
516,1.0678419,1.0724057,1.0585667,0.970765364,0.974914273,0.886285703
517,1.0677091,1.0722766,1.0588225,0.970644636,0.974796909,0.886179008
518,1.0676469,1.0724707,1.0564709,0.970588091,0.974973364,0.886339422
519,1.0671839,1.0723923,1.0601411,0.970167182,0.974902091,0.886274628
520,1.0677003,1.0723287,1.0603518,0.970636636,0.974844273,0.886222066
521,1.0675428,1.0721771,1.0433397,0.970493455,0.974706455,0.886096777
522,1.0675491,1.072204,1.0541842,0.970499182,0.974730909,0.886119008
523,1.0676204,1.0723003,1.0612289,0.970564,0.974818455,0.886198595
524,1.0677177,1.072383,1.0553482,0.970652455,0.974893636,0.886266942
525,1.067748,1.0723447,1.0458349,0.97068,0.974858818,0.886235289
526,1.067688,1.0723597,1.0319518,0.970625455,0.974872455,0.886247686
527,1.0676575,1.072261,1.0377041,0.970597727,0.974782727,0.886166115
528,1.0676229,1.0722421,1.0606207,0.970566273,0.974765545,0.886150495
529,1.0675179,1.0720388,1.0561804,0.970470818,0.974580727,0.885982479
530,1.0671695,1.0718426,1.0606323,0.970154091,0.974402364,0.885820331
531,1.0671716,1.0719041,1.0449976,0.970156,0.974458273,0.885871157
532,1.0671701,1.0719225,1.0544198,0.970154636,0.974475,0.885886364
533,1.0671188,1.0718274,1.0489055,0.970108,0.974388545,0.885807768
534,1.0671117,1.071757,1.0554415,0.970101545,0.974324545,0.885749586
535,1.0670216,1.0717024,1.0516956,0.970019636,0.974274909,0.885704463
536,1.0670159,1.071584,1.0551944,0.970014455,0.974167273,0.885606612
537,1.0668935,1.0714897,1.0581467,0.969903182,0.974081545,0.885528677
538,1.0667844,1.0714589,1.0576135,0.969804,0.974053545,0.885503223
539,1.0667917,1.071403,1.0603172,0.969810636,0.974002727,0.885457025
540,1.0666076,1.0713975,1.0592101,0.969643273,0.973997727,0.885452479
541,1.0667107,1.0713767,1.0591291,0.969737,0.973978818,0.885435289
542,1.0667455,1.0714346,1.0565674,0.969768636,0.974031455,0.885483141
543,1.0667524,1.071378,1.0491639,0.969774909,0.97398,0.885436364
544,1.0666127,1.0712943,1.0541241,0.969647909,0.973903909,0.88536719
545,1.0666409,1.0713217,1.0576699,0.969673545,0.973928818,0.885389835
546,1.0666418,1.0713093,1.0490658,0.969674364,0.973917545,0.885379586
547,1.0665967,1.0711744,1.0382563,0.969633364,0.973794909,0.885268099
548,1.0664319,1.0711426,1.0370495,0.969483545,0.973766,0.885241818
549,1.0666416,1.0713352,1.0454539,0.969674182,0.973941091,0.885400992
550,1.0668385,1.071498,1.0544457,0.969853182,0.974089091,0.885535537
551,1.0669435,1.0715642,1.0583414,0.969948636,0.974149273,0.885590248
552,1.0669556,1.0715699,1.0599172,0.969959636,0.974154455,0.885594959
553,1.0669525,1.0716435,1.0553007,0.969956818,0.974221364,0.885655785
554,1.0669626,1.0715597,1.060292,0.969966,0.974145182,0.885586529
555,1.066976,1.0715399,1.0600207,0.969978182,0.974127182,0.885570165
556,1.0666664,1.0712247,1.0598836,0.969696727,0.973840636,0.885309669
557,1.0662968,1.0708642,1.0597323,0.969360727,0.973512909,0.885011735
558,1.0662825,1.0709269,1.0585767,0.969347727,0.973569909,0.885063554
559,1.0661194,1.0707638,1.054891,0.969199455,0.973421636,0.88492876
560,1.0661035,1.0706429,1.0422643,0.969185,0.973311727,0.884828843
561,1.0659684,1.0706286,1.0476429,0.969062182,0.973298727,0.884817025
562,1.065949,1.0705709,1.0499765,0.969044545,0.973246273,0.884769339
563,1.0659037,1.0705581,1.0471743,0.969003364,0.973234636,0.88475876
564,1.0654906,1.0705023,1.0568609,0.968627818,0.973183909,0.884712645
565,1.0657517,1.0704792,1.0550711,0.968865182,0.973162909,0.884693554
566,1.0657641,1.0704843,1.0592734,0.968876455,0.973167545,0.884697768
567,1.065729,1.070406,1.0589548,0.968844545,0.973096364,0.884633058
568,1.0656277,1.070323,1.0594428,0.968752455,0.973020909,0.884564463
569,1.0657018,1.0703973,1.0578744,0.968819818,0.973088455,0.884625868
570,1.0656483,1.070086,1.0580186,0.968771182,0.972805455,0.884368595
571,1.065672,1.0703669,1.0594493,0.968792727,0.973060818,0.884600744
572,1.0656781,1.0704504,1.0590842,0.968798273,0.973136727,0.884669752
573,1.0656967,1.0703973,1.0570328,0.968815182,0.973088455,0.884625868
574,1.0655175,1.0701541,1.0591824,0.968652273,0.972867364,0.884424876
575,1.0655419,1.070233,1.0587294,0.968674455,0.972939091,0.884490083
576,1.0656681,1.0703627,1.0488758,0.968789182,0.973057,0.884597273
577,1.0654966,1.0704665,1.0270613,0.968633273,0.973151364,0.884683058
578,1.0658002,1.0705111,1.046486,0.968909273,0.973191909,0.884719917
579,1.0658005,1.0704612,1.057959,0.968909545,0.973146545,0.884678677
580,1.0657413,1.0704308,1.0580696,0.968855727,0.973118909,0.884653554
581,1.0656878,1.0703552,1.0549595,0.968807091,0.973050182,0.884591075
582,1.0656315,1.0701876,1.0477417,0.968755909,0.972897818,0.884452562
583,1.0652661,1.0699601,1.0500448,0.968423727,0.972691,0.884264545
584,1.0653294,1.0698546,1.0588595,0.968481273,0.972595091,0.884177355
585,1.0652108,1.069801,1.0585012,0.968373455,0.972546364,0.884133058
586,1.0651203,1.0697334,1.0586959,0.968291182,0.972484909,0.88407719
587,1.0650508,1.0697941,1.0579836,0.968228,0.972540091,0.884127355
588,1.0651052,1.0698615,1.0585301,0.968277455,0.972601364,0.884183058
589,1.0651027,1.0697883,1.0523983,0.968275182,0.972534818,0.884122562
590,1.0650758,1.0697805,1.0459152,0.968250727,0.972527727,0.884116115
591,1.0650041,1.0696943,1.0561335,0.968185545,0.972449364,0.884044876
592,1.0649749,1.0696253,1.0572683,0.968159,0.972386636,0.883987851
593,1.0643476,1.0695798,1.0476447,0.967588727,0.972345273,0.883950248
594,1.0647618,1.0694555,1.0562239,0.967965273,0.972232273,0.883847521
595,1.0640988,1.0693538,1.0566366,0.967362545,0.972139818,0.883763471
596,1.0642334,1.0693954,1.0432659,0.967484909,0.972177636,0.883797851
597,1.0646572,1.069397,1.0468899,0.967870182,0.972179091,0.883799174
598,1.0639622,1.0694356,1.0565873,0.967238364,0.972214182,0.883831075
599,1.0645441,1.0694398,1.054775,0.967767364,0.972218,0.883834545
600,1.0645494,1.0693264,1.0551888,0.967772182,0.972114909,0.883740826
601,1.0643867,1.0691285,1.0575479,0.967624273,0.971935,0.883577273
602,1.0643773,1.0690891,1.0491458,0.967615727,0.971899182,0.883544711
603,1.0643572,1.0691055,1.0529571,0.967597455,0.971914091,0.883558265
604,1.0644194,1.0691286,1.0538129,0.967654,0.971935091,0.883577355
605,1.0643845,1.0689524,1.0576051,0.967622273,0.971774909,0.883431735
606,1.0643368,1.068989,1.0575962,0.967578909,0.971808182,0.883461984
607,1.0642618,1.0689688,1.0533774,0.967510727,0.971789818,0.883445289
608,1.0642712,1.0690054,1.0461477,0.967519273,0.971823091,0.883475537
609,1.0643252,1.0689344,1.0291052,0.967568364,0.971758545,0.883416859
610,1.064249,1.0689765,1.010802,0.967499091,0.971796818,0.883451653
611,1.0641937,1.0687183,1.0330288,0.967448818,0.971562091,0.883238265
612,1.0641612,1.068964,1.0574216,0.967419273,0.971785455,0.883441323
613,1.0640829,1.0688953,1.0558203,0.967348091,0.971723,0.883384545
614,1.0640795,1.068877,1.0555702,0.967345,0.971706364,0.883369422
615,1.0640098,1.0687939,1.0560541,0.967281636,0.971630818,0.883300744
616,1.062997,1.068552,1.0573353,0.966360909,0.971410909,0.883100826
617,1.063154,1.0686022,1.0533875,0.966503636,0.971456545,0.883142314
618,1.0626298,1.0685735,1.0560164,0.966027091,0.971430455,0.883118595
619,1.063615,1.0685315,1.0494928,0.966922727,0.971392273,0.883083885
620,1.0636686,1.0685097,1.0555507,0.966971455,0.971372455,0.883065868
621,1.0636194,1.0684137,1.0530341,0.966926727,0.971285182,0.882986529
622,1.0636232,1.0684493,1.0410509,0.966930182,0.971317545,0.88301595
623,1.0635386,1.0684179,1.0493277,0.966853273,0.971289,0.88299
624,1.063617,1.0684311,1.0556364,0.966924545,0.971301,0.883000909
625,1.0636234,1.0684743,1.0569577,0.966930364,0.971340273,0.883036612
626,1.0635642,1.0684242,1.0567719,0.966876545,0.971294727,0.882995206
627,1.0635012,1.0682316,1.0566562,0.966819273,0.971119636,0.882836033
628,1.0633682,1.0681285,1.0565324,0.966698364,0.971025909,0.882750826
629,1.0633615,1.0682679,1.0564497,0.966692273,0.971152636,0.882866033
630,1.0634691,1.0682939,1.0567361,0.966790091,0.971176273,0.882887521
631,1.0634447,1.0682821,1.0568913,0.966767909,0.971165545,0.882877768
632,1.0634449,1.0682101,1.0549433,0.966768091,0.971100091,0.882818265
633,1.0628321,1.0681164,1.0554826,0.966211,0.971014909,0.882740826
634,1.0622646,1.0680146,1.0559826,0.965695091,0.970922364,0.882656695
635,1.063068,1.068036,1.0543705,0.966425455,0.970941818,0.88267438
636,1.0631609,1.068105,1.0554795,0.966509909,0.971004545,0.882731405
637,1.0622852,1.0681242,1.0296202,0.965713818,0.971022,0.882747273
638,1.0631012,1.068091,1.0230192,0.966455636,0.970991818,0.882719835
639,1.0630679,1.0680338,1.0538239,0.966425364,0.970939818,0.882672562
640,1.0630156,1.0679661,1.0512593,0.966377818,0.970878273,0.882616612
641,1.062974,1.0680236,1.0535718,0.96634,0.970930545,0.882664132
642,1.0626874,1.067912,1.0440689,0.966079455,0.970829091,0.882571901
643,1.0628955,1.0678359,1.0477357,0.966268636,0.970759909,0.882509008
644,1.062911,1.0678195,1.0509996,0.966282727,0.970745,0.882495455
645,1.0622579,1.0677626,1.0555147,0.965689,0.970693273,0.88244843
646,1.0627024,1.0677056,1.0550985,0.966093091,0.970641455,0.882401323
647,1.0627359,1.0676557,1.0508888,0.966123545,0.970596091,0.882360083
648,1.0626379,1.0675608,1.0402925,0.966034455,0.970509818,0.882281653
649,1.0625808,1.0676128,1.0331092,0.965982545,0.970557091,0.882324628
650,1.062655,1.0677456,1.0522259,0.96605,0.970677818,0.88243438
651,1.0627465,1.0677168,1.0168382,0.966133182,0.970651636,0.882410578
652,1.0625139,1.0675999,1.0457997,0.965921727,0.970545364,0.882313967
653,1.0625679,1.0675087,1.0534018,0.965970818,0.970462455,0.882238595
654,1.0622888,1.0672724,1.0440476,0.965717091,0.970247636,0.882043305
655,1.0622468,1.0672544,1.0382687,0.965678909,0.970231273,0.88202843
656,1.061606,1.0672741,1.0342624,0.965096364,0.970249182,0.882044711
657,1.0620822,1.0673089,1.0482241,0.965529273,0.970280818,0.882073471
658,1.0620933,1.0672337,1.0554252,0.965539364,0.970212455,0.882011323
659,1.0621996,1.0671724,1.0468471,0.965636,0.970156727,0.881960661
660,1.0621279,1.0670987,1.0531596,0.965570818,0.970089727,0.881899752
661,1.0620153,1.0670784,1.0492793,0.965468455,0.970071273,0.881882975
662,1.062043,1.067193,1.0354383,0.965493636,0.970175455,0.881977686
663,1.0621222,1.0671582,1.0341693,0.965565636,0.970143818,0.881948925
664,1.06215,1.0671341,1.0408134,0.965590909,0.970121909,0.881929008
665,1.0620853,1.0671585,1.0517044,0.965532091,0.970144091,0.881949174
666,1.0620228,1.0671363,1.0467603,0.965475273,0.970123909,0.881930826
667,1.0620464,1.0670618,1.0540043,0.965496727,0.970056182,0.881869256
668,1.0614345,1.0670184,1.0550795,0.964940455,0.970016727,0.881833388
669,1.0619992,1.0669625,1.0539341,0.965453818,0.969965909,0.88178719
670,1.0617864,1.0668824,1.052424,0.965260364,0.969893091,0.881720992
671,1.0618092,1.0668236,1.0512321,0.965281091,0.969839636,0.881672396
672,1.0617851,1.0668652,1.0449505,0.965259182,0.969877455,0.881706777
673,1.0617462,1.0667605,1.0239289,0.965223818,0.969782273,0.881620248
674,1.0617322,1.0668148,1.0500863,0.965211091,0.969831636,0.881665124
675,1.0616994,1.0667518,1.0543066,0.965181273,0.969774364,0.881613058
676,1.0617119,1.0667084,1.0507541,0.965192636,0.969734909,0.88157719
677,1.061649,1.0666445,1.0456049,0.965135455,0.969676818,0.88152438
678,1.0616878,1.0666348,1.0511117,0.965170727,0.969668,0.881516364
679,1.061651,1.0667435,1.0536783,0.965137273,0.969766818,0.881606198
680,1.0615275,1.0664459,1.0526545,0.965025,0.969496273,0.881360248
681,1.061286,1.0662735,1.0488334,0.964805455,0.969339545,0.881217768
682,1.0611457,1.0662553,1.0500343,0.964677909,0.969323,0.881202727
683,1.0608976,1.0662941,1.0508434,0.964452364,0.969358273,0.881234794
684,1.0612249,1.0663046,1.0516891,0.964749909,0.969367818,0.881243471
685,1.0612642,1.0663493,1.0483967,0.964785636,0.969408455,0.881280414
686,1.0613167,1.0663233,1.0464915,0.964833364,0.969384818,0.881258925
687,1.0612727,1.0663265,1.0422208,0.964793364,0.969387727,0.88126157
688,1.0612595,1.0662115,1.0544376,0.964781364,0.969283182,0.881166529
689,1.0611103,1.0662568,1.0541025,0.964645727,0.969324364,0.881203967
690,1.0610359,1.0662302,1.0506324,0.964578091,0.969300182,0.881181984
691,1.0611607,1.0662615,1.0467551,0.964691545,0.969328636,0.881207851
692,1.0610768,1.0662458,1.0401802,0.964615273,0.969314364,0.881194876
693,1.0610906,1.0661771,1.0512079,0.964627818,0.969251909,0.881138099
694,1.0607498,1.0659717,1.048334,0.964318,0.969065182,0.880968347
695,1.0608006,1.0660142,1.052479,0.964364182,0.969103818,0.881003471
696,1.0609204,1.0661479,1.0541601,0.964473091,0.969225364,0.881113967
697,1.0610584,1.0662749,1.0535887,0.964598545,0.969340818,0.881218925
698,1.0611581,1.0663111,1.0514075,0.964689182,0.969373727,0.881248843
699,1.0611919,1.0663347,1.0526569,0.964719909,0.969395182,0.881268347
700,1.0612049,1.0663431,1.0281619,0.964731727,0.969402818,0.881275289
701,1.0612075,1.0663362,1.0542315,0.964734091,0.969396545,0.881269586
702,1.0610589,1.0663254,1.0540398,0.964599,0.969386727,0.881260661
703,1.0611665,1.0662509,1.0528573,0.964696818,0.969319,0.881199091
704,1.0611105,1.0662078,1.0216026,0.964645909,0.969279818,0.881163471
705,1.0609108,1.0660504,1.0268763,0.964464364,0.969136727,0.881033388
706,1.0609572,1.0660101,1.0460932,0.964506545,0.969100091,0.881000083
707,1.0606366,1.0660484,1.0488297,0.964215091,0.969134909,0.881031735
708,1.0605878,1.0662963,1.0314293,0.964170727,0.969360273,0.881236612
709,1.0611516,1.0664059,1.0266535,0.964683273,0.969459909,0.88132719
710,1.0612876,1.066702,1.036703,0.964806909,0.969729091,0.881571901
711,1.0614338,1.0668932,1.0502267,0.964939818,0.969902909,0.881729917
712,1.0609235,1.0667989,1.0535201,0.964475909,0.969817182,0.881651984
713,1.0611922,1.0666331,1.0544344,0.964720182,0.969666455,0.881514959
714,1.0607669,1.0670223,1.0520428,0.964333545,0.970020273,0.881836612
715,1.0614119,1.0666652,1.0492407,0.964919909,0.969695636,0.881541487
716,1.0612907,1.0664725,1.0525217,0.964809727,0.969520455,0.881382232
717,1.06069,1.066017,1.0447495,0.964263636,0.969106364,0.881005785
718,1.0600556,1.0658286,1.0468082,0.963686909,0.968935091,0.880850083
719,1.0603125,1.0655659,1.0487033,0.963920455,0.968696273,0.880632975
720,1.0599395,1.0654136,1.0531344,0.963581364,0.968557818,0.880507107
721,1.0601275,1.0653105,1.0521197,0.963752273,0.968464091,0.880421901
722,1.0590494,1.0652041,1.0528525,0.962772182,0.968367364,0.880333967
723,1.0598896,1.0651397,1.0502402,0.963536,0.968308818,0.880280744
724,1.0599023,1.0650959,1.0390798,0.963547545,0.968269,0.880244545
725,1.0598507,1.0650591,1.043781,0.963500636,0.968235545,0.880214132
726,1.0598731,1.0650096,1.0497973,0.963521,0.968190545,0.880173223
727,1.0598394,1.0649334,1.0524502,0.963490364,0.968121273,0.880110248
728,1.0597771,1.0649257,1.0522059,0.963433727,0.968114273,0.880103885
729,1.0597558,1.0649015,1.0516083,0.963414364,0.968092273,0.880083885
730,1.0596892,1.064876,1.047296,0.963353818,0.968069091,0.88006281
731,1.0597079,1.0648963,1.048299,0.963370818,0.968087545,0.880079586
732,1.0597332,1.0648738,1.05011,0.963393818,0.968067091,0.880060992
733,1.0597006,1.0648167,1.0508047,0.963364182,0.968015182,0.880013802
734,1.0593653,1.0649709,1.0417973,0.963059364,0.968155364,0.88014124
735,1.0597396,1.0651149,1.0494848,0.963399636,0.968286273,0.880260248
736,1.0589978,1.0652835,1.0511718,0.962725273,0.968439545,0.880399586
737,1.0596651,1.0653867,1.0464046,0.963331909,0.968533364,0.880484876
738,1.059518,1.0654212,1.0440246,0.963198182,0.968564727,0.880513388
739,1.059467,1.0651838,1.0411466,0.963151818,0.968348909,0.88031719
740,1.0599482,1.065359,1.0482421,0.963589273,0.968508182,0.880461984
741,1.0601047,1.065287,1.0451931,0.963731545,0.968442727,0.880402479
