Cycle,Battery#1,Battery#2,#1_SOH,#2_SOH,,,,
470,1.0709906,1.0755494,0.973627818,0.977772182,,,,
471,1.0711758,1.0757025,0.973796182,0.977911364,,,,
472,1.07128,1.07585,0.973890909,0.978045455,,,,
473,1.0713611,1.0759128,0.973964636,0.978102545,,,,
474,1.0714231,1.0759536,0.974021,0.978139636,,,,
475,1.0711192,1.075955,0.973744727,0.978140909,,,,
476,1.0712171,1.0757469,0.973833727,0.977951727,,,,
477,1.0708756,1.0753821,0.973523273,0.977620091,,,,
478,1.0706192,1.0751169,0.973290182,0.977379,,,,
479,1.0698606,1.0748576,0.972600545,0.977143273,,,,
480,1.0701998,1.0747756,0.972908909,0.977068727,,,,
481,1.0701228,1.0747006,0.972838909,0.977000545,,,,
482,1.0699884,1.0743852,0.972716727,0.976713818,,,,
483,1.0683315,1.0737654,0.971210455,0.976150364,,,,
484,1.0676824,1.0724604,0.970620364,0.974964,,,,
485,1.0658338,1.0706861,0.968939818,0.973351,,,,
486,1.0693549,1.0744799,0.972140818,0.976799909,,,,
487,1.0673257,1.0720251,0.970296091,0.974568273,,,,
488,1.0684655,1.0729429,0.971332273,0.975402636,,,,
489,1.0684922,1.0731013,0.971356545,0.975546636,,,,
490,1.0686233,1.0731936,0.971475727,0.975630545,,,,
491,1.0687215,1.0732886,0.971565,0.975716909,,,,
492,1.0687613,1.0732744,0.971601182,0.975704,,,,
493,1.0686775,1.0731803,0.971525,0.975618455,,,,
494,1.0684254,1.0730234,0.971295818,0.975475818,,,,
495,1.0684909,1.0730793,0.971355364,0.975526636,,,,
496,1.0685868,1.0731853,0.971442545,0.975623,,,,
497,1.0686284,1.0732666,0.971480364,0.975696909,,,,
498,1.0687661,1.0733747,0.971605545,0.975795182,,,,
499,1.0687946,1.0733953,0.971631455,0.975813909,,,,
500,1.0688471,1.0734295,0.971679182,0.975845,,,,
501,1.0688672,1.0734336,0.971697455,0.975848727,,,,
502,1.0689055,1.0734513,0.971732273,0.975864818,,,,
503,1.0686378,1.0731754,0.971488909,0.975614,,,,
504,1.0683414,1.0729102,0.971219455,0.975372909,,,,
505,1.0681521,1.0727164,0.971047364,0.975196727,,,,
506,1.0680853,1.0726835,0.970986636,0.975166818,,,,
507,1.0680461,1.0726323,0.970951,0.975120273,,,,
508,1.0680203,1.0725625,0.970927545,0.975056818,,,,
509,1.0679197,1.07251,0.970836091,0.975009091,,,,
510,1.0678998,1.072457,0.970818,0.974960909,,,,
511,1.0678747,1.0724584,0.970795182,0.974962182,,,,
512,1.0678192,1.0724345,0.970744727,0.974940455,,,,
513,1.0677906,1.0724052,0.970718727,0.974913818,,,,
514,1.0677688,1.0724219,0.970698909,0.974929,,,,
515,1.067811,1.0723759,0.970737273,0.974887182,,,,
516,1.0678419,1.0724057,0.970765364,0.974914273,,,,
517,1.0677091,1.0722766,0.970644636,0.974796909,,,,
518,1.0676469,1.0724707,0.970588091,0.974973364,,,,
519,1.0671839,1.0723923,0.970167182,0.974902091,,,,
520,1.0677003,1.0723287,0.970636636,0.974844273,,,,
521,1.0675428,1.0721771,0.970493455,0.974706455,,,,
522,1.0675491,1.072204,0.970499182,0.974730909,,,,
523,1.0676204,1.0723003,0.970564,0.974818455,,,,
524,1.0677177,1.072383,0.970652455,0.974893636,,,,
525,1.067748,1.0723447,0.97068,0.974858818,,,,
526,1.067688,1.0723597,0.970625455,0.974872455,,,,
527,1.0676575,1.072261,0.970597727,0.974782727,,,,
528,1.0676229,1.0722421,0.970566273,0.974765545,,,,
529,1.0675179,1.0720388,0.970470818,0.974580727,,,,
530,1.0671695,1.0718426,0.970154091,0.974402364,,,,
531,1.0671716,1.0719041,0.970156,0.974458273,,,,
532,1.0671701,1.0719225,0.970154636,0.974475,,,,
533,1.0671188,1.0718274,0.970108,0.974388545,,,,
534,1.0671117,1.071757,0.970101545,0.974324545,,,,
535,1.0670216,1.0717024,0.970019636,0.974274909,,,,
536,1.0670159,1.071584,0.970014455,0.974167273,,,,
537,1.0668935,1.0714897,0.969903182,0.974081545,,,,
538,1.0667844,1.0714589,0.969804,0.974053545,,,,
539,1.0667917,1.071403,0.969810636,0.974002727,,,,
540,1.0666076,1.0713975,0.969643273,0.973997727,,,,
541,1.0667107,1.0713767,0.969737,0.973978818,,,,
542,1.0667455,1.0714346,0.969768636,0.974031455,,,,
543,1.0667524,1.071378,0.969774909,0.97398,,,,
544,1.0666127,1.0712943,0.969647909,0.973903909,,,,
545,1.0666409,1.0713217,0.969673545,0.973928818,,,,
546,1.0666418,1.0713093,0.969674364,0.973917545,,,,
547,1.0665967,1.0711744,0.969633364,0.973794909,,,,
548,1.0664319,1.0711426,0.969483545,0.973766,,,,
549,1.0666416,1.0713352,0.969674182,0.973941091,,,,
550,1.0668385,1.071498,0.969853182,0.974089091,,,,
551,1.0669435,1.0715642,0.969948636,0.974149273,,,,
552,1.0669556,1.0715699,0.969959636,0.974154455,,,,
553,1.0669525,1.0716435,0.969956818,0.974221364,,,,
554,1.0669626,1.0715597,0.969966,0.974145182,,,,
555,1.066976,1.0715399,0.969978182,0.974127182,,,,
556,1.0666664,1.0712247,0.969696727,0.973840636,,,,
557,1.0662968,1.0708642,0.969360727,0.973512909,,,,
558,1.0662825,1.0709269,0.969347727,0.973569909,,,,
559,1.0661194,1.0707638,0.969199455,0.973421636,,,,
560,1.0661035,1.0706429,0.969185,0.973311727,,,,
561,1.0659684,1.0706286,0.969062182,0.973298727,,,,
562,1.065949,1.0705709,0.969044545,0.973246273,,,,
563,1.0659037,1.0705581,0.969003364,0.973234636,,,,
564,1.0654906,1.0705023,0.968627818,0.973183909,,,,
565,1.0657517,1.0704792,0.968865182,0.973162909,,,,
566,1.0657641,1.0704843,0.968876455,0.973167545,,,,
567,1.065729,1.070406,0.968844545,0.973096364,,,,
568,1.0656277,1.070323,0.968752455,0.973020909,,,,
569,1.0657018,1.0703973,0.968819818,0.973088455,,,,
570,1.0656483,1.070086,0.968771182,0.972805455,,,,
571,1.065672,1.0703669,0.968792727,0.973060818,,,,
572,1.0656781,1.0704504,0.968798273,0.973136727,,,,
573,1.0656967,1.0703973,0.968815182,0.973088455,,,,
574,1.0655175,1.0701541,0.968652273,0.972867364,,,,
575,1.0655419,1.070233,0.968674455,0.972939091,,,,
576,1.0656681,1.0703627,0.968789182,0.973057,,,,
577,1.0654966,1.0704665,0.968633273,0.973151364,,,,
578,1.0658002,1.0705111,0.968909273,0.973191909,,,,
579,1.0658005,1.0704612,0.968909545,0.973146545,,,,
580,1.0657413,1.0704308,0.968855727,0.973118909,,,,
581,1.0656878,1.0703552,0.968807091,0.973050182,,,,
582,1.0656315,1.0701876,0.968755909,0.972897818,,,,
583,1.0652661,1.0699601,0.968423727,0.972691,,,,
584,1.0653294,1.0698546,0.968481273,0.972595091,,,,
585,1.0652108,1.069801,0.968373455,0.972546364,,,,
586,1.0651203,1.0697334,0.968291182,0.972484909,,,,
587,1.0650508,1.0697941,0.968228,0.972540091,,,,
588,1.0651052,1.0698615,0.968277455,0.972601364,,,,
589,1.0651027,1.0697883,0.968275182,0.972534818,,,,
590,1.0650758,1.0697805,0.968250727,0.972527727,,,,
591,1.0650041,1.0696943,0.968185545,0.972449364,,,,
592,1.0649749,1.0696253,0.968159,0.972386636,,,,
593,1.0643476,1.0695798,0.967588727,0.972345273,,,,
594,1.0647618,1.0694555,0.967965273,0.972232273,,,,
595,1.0640988,1.0693538,0.967362545,0.972139818,,,,
596,1.0642334,1.0693954,0.967484909,0.972177636,,,,
597,1.0646572,1.069397,0.967870182,0.972179091,,,,
598,1.0639622,1.0694356,0.967238364,0.972214182,,,,
599,1.0645441,1.0694398,0.967767364,0.972218,,,,
600,1.0645494,1.0693264,0.967772182,0.972114909,,,,
601,1.0643867,1.0691285,0.967624273,0.971935,,,,
602,1.0643773,1.0690891,0.967615727,0.971899182,,,,
603,1.0643572,1.0691055,0.967597455,0.971914091,,,,
604,1.0644194,1.0691286,0.967654,0.971935091,,,,
605,1.0643845,1.0689524,0.967622273,0.971774909,,,,
606,1.0643368,1.068989,0.967578909,0.971808182,,,,
607,1.0642618,1.0689688,0.967510727,0.971789818,,,,
608,1.0642712,1.0690054,0.967519273,0.971823091,,,,
609,1.0643252,1.0689344,0.967568364,0.971758545,,,,
610,1.064249,1.0689765,0.967499091,0.971796818,,,,
611,1.0641937,1.0687183,0.967448818,0.971562091,,,,
612,1.0641612,1.068964,0.967419273,0.971785455,,,,
613,1.0640829,1.0688953,0.967348091,0.971723,,,,
614,1.0640795,1.068877,0.967345,0.971706364,,,,
615,1.0640098,1.0687939,0.967281636,0.971630818,,,,
616,1.062997,1.068552,0.966360909,0.971410909,,,,
617,1.063154,1.0686022,0.966503636,0.971456545,,,,
618,1.0626298,1.0685735,0.966027091,0.971430455,,,,
619,1.063615,1.0685315,0.966922727,0.971392273,,,,
620,1.0636686,1.0685097,0.966971455,0.971372455,,,,
621,1.0636194,1.0684137,0.966926727,0.971285182,,,,
622,1.0636232,1.0684493,0.966930182,0.971317545,,,,
623,1.0635386,1.0684179,0.966853273,0.971289,,,,
624,1.063617,1.0684311,0.966924545,0.971301,,,,
625,1.0636234,1.0684743,0.966930364,0.971340273,,,,
626,1.0635642,1.0684242,0.966876545,0.971294727,,,,
627,1.0635012,1.0682316,0.966819273,0.971119636,,,,
628,1.0633682,1.0681285,0.966698364,0.971025909,,,,
629,1.0633615,1.0682679,0.966692273,0.971152636,,,,
630,1.0634691,1.0682939,0.966790091,0.971176273,,,,
631,1.0634447,1.0682821,0.966767909,0.971165545,,,,
632,1.0634449,1.0682101,0.966768091,0.971100091,,,,
633,1.0628321,1.0681164,0.966211,0.971014909,,,,
634,1.0622646,1.0680146,0.965695091,0.970922364,,,,
635,1.063068,1.068036,0.966425455,0.970941818,,,,
636,1.0631609,1.068105,0.966509909,0.971004545,,,,
637,1.0622852,1.0681242,0.965713818,0.971022,,,,
638,1.0631012,1.068091,0.966455636,0.970991818,,,,
639,1.0630679,1.0680338,0.966425364,0.970939818,,,,
640,1.0630156,1.0679661,0.966377818,0.970878273,,,,
641,1.062974,1.0680236,0.96634,0.970930545,,,,
642,1.0626874,1.067912,0.966079455,0.970829091,,,,
643,1.0628955,1.0678359,0.966268636,0.970759909,,,,
644,1.062911,1.0678195,0.966282727,0.970745,,,,
645,1.0622579,1.0677626,0.965689,0.970693273,,,,
646,1.0627024,1.0677056,0.966093091,0.970641455,,,,
647,1.0627359,1.0676557,0.966123545,0.970596091,,,,
648,1.0626379,1.0675608,0.966034455,0.970509818,,,,
649,1.0625808,1.0676128,0.965982545,0.970557091,,,,
650,1.062655,1.0677456,0.96605,0.970677818,,,,
651,1.0627465,1.0677168,0.966133182,0.970651636,,,,
652,1.0625139,1.0675999,0.965921727,0.970545364,,,,
653,1.0625679,1.0675087,0.965970818,0.970462455,,,,
654,1.0622888,1.0672724,0.965717091,0.970247636,,,,
655,1.0622468,1.0672544,0.965678909,0.970231273,,,,
656,1.061606,1.0672741,0.965096364,0.970249182,,,,
657,1.0620822,1.0673089,0.965529273,0.970280818,,,,
658,1.0620933,1.0672337,0.965539364,0.970212455,,,,
659,1.0621996,1.0671724,0.965636,0.970156727,,,,
660,1.0621279,1.0670987,0.965570818,0.970089727,,,,
661,1.0620153,1.0670784,0.965468455,0.970071273,,,,
662,1.062043,1.067193,0.965493636,0.970175455,,,,
663,1.0621222,1.0671582,0.965565636,0.970143818,,,,
664,1.06215,1.0671341,0.965590909,0.970121909,,,,
665,1.0620853,1.0671585,0.965532091,0.970144091,,,,
666,1.0620228,1.0671363,0.965475273,0.970123909,,,,
667,1.0620464,1.0670618,0.965496727,0.970056182,,,,
668,1.0614345,1.0670184,0.964940455,0.970016727,,,,
669,1.0619992,1.0669625,0.965453818,0.969965909,,,,
670,1.0617864,1.0668824,0.965260364,0.969893091,,,,
671,1.0618092,1.0668236,0.965281091,0.969839636,,,,
672,1.0617851,1.0668652,0.965259182,0.969877455,,,,
673,1.0617462,1.0667605,0.965223818,0.969782273,,,,
674,1.0617322,1.0668148,0.965211091,0.969831636,,,,
675,1.0616994,1.0667518,0.965181273,0.969774364,,,,
676,1.0617119,1.0667084,0.965192636,0.969734909,,,,
677,1.061649,1.0666445,0.965135455,0.969676818,,,,
678,1.0616878,1.0666348,0.965170727,0.969668,,,,
679,1.061651,1.0667435,0.965137273,0.969766818,,,,
680,1.0615275,1.0664459,0.965025,0.969496273,,,,
681,1.061286,1.0662735,0.964805455,0.969339545,,,,
682,1.0611457,1.0662553,0.964677909,0.969323,,,,
683,1.0608976,1.0662941,0.964452364,0.969358273,,,,
684,1.0612249,1.0663046,0.964749909,0.969367818,,,,
685,1.0612642,1.0663493,0.964785636,0.969408455,,,,
686,1.0613167,1.0663233,0.964833364,0.969384818,,,,
687,1.0612727,1.0663265,0.964793364,0.969387727,,,,
688,1.0612595,1.0662115,0.964781364,0.969283182,,,,
689,1.0611103,1.0662568,0.964645727,0.969324364,,,,
690,1.0610359,1.0662302,0.964578091,0.969300182,,,,
691,1.0611607,1.0662615,0.964691545,0.969328636,,,,
692,1.0610768,1.0662458,0.964615273,0.969314364,,,,
693,1.0610906,1.0661771,0.964627818,0.969251909,,,,
694,1.0607498,1.0659717,0.964318,0.969065182,,,,
695,1.0608006,1.0660142,0.964364182,0.969103818,,,,
696,1.0609204,1.0661479,0.964473091,0.969225364,,,,
697,1.0610584,1.0662749,0.964598545,0.969340818,,,,
698,1.0611581,1.0663111,0.964689182,0.969373727,,,,
699,1.0611919,1.0663347,0.964719909,0.969395182,,,,
700,1.0612049,1.0663431,0.964731727,0.969402818,,,,
701,1.0612075,1.0663362,0.964734091,0.969396545,,,,
702,1.0610589,1.0663254,0.964599,0.969386727,,,,
703,1.0611665,1.0662509,0.964696818,0.969319,,,,
704,1.0611105,1.0662078,0.964645909,0.969279818,,,,
705,1.0609108,1.0660504,0.964464364,0.969136727,,,,
706,1.0609572,1.0660101,0.964506545,0.969100091,,,,
707,1.0606366,1.0660484,0.964215091,0.969134909,,,,
708,1.0605878,1.0662963,0.964170727,0.969360273,,,,
709,1.0611516,1.0664059,0.964683273,0.969459909,,,,
710,1.0612876,1.066702,0.964806909,0.969729091,,,,
711,1.0614338,1.0668932,0.964939818,0.969902909,,,,
712,1.0609235,1.0667989,0.964475909,0.969817182,,,,
713,1.0611922,1.0666331,0.964720182,0.969666455,,,,
714,1.0607669,1.0670223,0.964333545,0.970020273,,,,
715,1.0614119,1.0666652,0.964919909,0.969695636,,,,
716,1.0612907,1.0664725,0.964809727,0.969520455,,,,
717,1.06069,1.066017,0.964263636,0.969106364,,,,
718,1.0600556,1.0658286,0.963686909,0.968935091,,,,
719,1.0603125,1.0655659,0.963920455,0.968696273,,,,
720,1.0599395,1.0654136,0.963581364,0.968557818,,,,
721,1.0601275,1.0653105,0.963752273,0.968464091,,,,
722,1.0590494,1.0652041,0.962772182,0.968367364,,,,
723,1.0598896,1.0651397,0.963536,0.968308818,,,,
724,1.0599023,1.0650959,0.963547545,0.968269,,,,
725,1.0598507,1.0650591,0.963500636,0.968235545,,,,
726,1.0598731,1.0650096,0.963521,0.968190545,,,,
727,1.0598394,1.0649334,0.963490364,0.968121273,,,,
728,1.0597771,1.0649257,0.963433727,0.968114273,,,,
729,1.0597558,1.0649015,0.963414364,0.968092273,,,,
730,1.0596892,1.064876,0.963353818,0.968069091,,,,
731,1.0597079,1.0648963,0.963370818,0.968087545,,,,
732,1.0597332,1.0648738,0.963393818,0.968067091,,,,
733,1.0597006,1.0648167,0.963364182,0.968015182,,,,
734,1.0593653,1.0649709,0.963059364,0.968155364,,,,
735,1.0597396,1.0651149,0.963399636,0.968286273,,,,
736,1.0589978,1.0652835,0.962725273,0.968439545,,,,
737,1.0596651,1.0653867,0.963331909,0.968533364,,,,
738,1.059518,1.0654212,0.963198182,0.968564727,,,,
739,1.059467,1.0651838,0.963151818,0.968348909,,,,
740,1.0599482,1.065359,0.963589273,0.968508182,,,,
741,1.0601047,1.065287,0.963731545,0.968442727,,,,
742,1.059827,1.0650028,0.963479091,0.968184364,,,,
743,1.0599027,1.0646956,0.963547909,0.967905091,,,,
744,1.0592531,1.0642575,0.962957364,0.967506818,,,,
745,1.059309,1.0642923,0.963008182,0.967538455,,,,
746,1.0591596,1.0636692,0.962872364,0.966972,,,,
747,1.0589339,1.064075,0.962667182,0.967340909,,,,
748,1.0589665,1.0640275,0.962696818,0.967297727,,,,
749,1.0589323,1.0639846,0.962665727,0.967258727,,,,
750,1.0588608,1.0639319,0.962600727,0.967210818,,,,
751,1.0588175,1.0639431,0.962561364,0.967221,,,,
752,1.0585463,1.0638361,0.962314818,0.967123727,,,,
753,1.0586663,1.0638816,0.962423909,0.967165091,,,,
754,1.0586612,1.0638013,0.962419273,0.967092091,,,,
755,1.0584894,1.0637355,0.962263091,0.967032273,,,,
756,1.0583377,1.0635099,0.962125182,0.966827182,,,,
757,1.0584539,1.0636015,0.962230818,0.966910455,,,,
758,1.0584109,1.0636033,0.962191727,0.966912091,,,,
759,1.0582521,1.0635068,0.962047364,0.966824364,,,,
760,1.0583783,1.063297,0.962162091,0.966633636,,,,
761,1.0580328,1.0636553,0.961848,0.966959364,,,,
762,1.0584159,1.063923,0.962196273,0.967202727,,,,
763,1.0585494,1.0640343,0.962317636,0.967303909,,,,
764,1.058569,1.0641185,0.962335455,0.967380455,,,,
765,1.0587686,1.0639621,0.962516909,0.967238273,,,,
766,1.0584592,1.0640999,0.962235636,0.967363545,,,,
767,1.058316,1.0640761,0.962105455,0.967341909,,,,
768,1.0588419,1.0635133,0.962583545,0.966830273,,,,
769,1.0588038,1.0636495,0.962548909,0.966954091,,,,
770,1.0583028,1.0634633,0.962093455,0.966784818,,,,
771,1.058234,1.0627543,0.962030909,0.966140273,,,,
772,1.0578934,1.0631253,0.961721273,0.966477545,,,,
773,1.0578251,1.0630887,0.961659182,0.966444273,,,,
774,1.0578938,1.0630364,0.961721636,0.966396727,,,,
775,1.0578301,1.0629495,0.961663727,0.966317727,,,,
776,1.0577886,1.0629611,0.961626,0.966328273,,,,
777,1.0577748,1.0628085,0.961613455,0.966189545,,,,
778,1.0576282,1.0628554,0.961480182,0.966232182,,,,
779,1.0577223,1.0628303,0.961565727,0.966209364,,,,
780,1.0570208,1.0626844,0.960928,0.966076727,,,,
781,1.0575558,1.0625539,0.961414364,0.965958091,,,,
782,1.0572457,1.0619949,0.961132455,0.965449909,,,,
783,1.0567656,1.0620188,0.960696,0.965471636,,,,
784,1.0573571,1.0623904,0.961233727,0.965809455,,,,
785,1.0564196,1.0623009,0.960381455,0.965728091,,,,
786,1.0571316,1.0623755,0.961028727,0.965795909,,,,
787,1.0556742,1.0624298,0.959703818,0.965845273,,,,
788,1.0555897,1.062296,0.959627,0.965723636,,,,
789,1.0570962,1.0626458,0.960996545,0.966041636,,,,
790,1.0567009,1.06275,0.960637182,0.966136364,,,,
791,1.0574366,1.0628066,0.961306,0.966187818,,,,
792,1.0574012,1.0629069,0.961273818,0.966279,,,,
793,1.05766,1.0629183,0.961509091,0.966289364,,,,
794,1.057596,1.0628572,0.961450909,0.966233818,,,,
795,1.0576138,1.0626841,0.961467091,0.966076455,,,,
796,1.0574433,1.062404,0.961312091,0.965821818,,,,
797,1.0572935,1.0620314,0.961175909,0.965483091,,,,
798,1.0567707,1.0619655,0.960700636,0.965423182,,,,
799,1.0567744,1.0618213,0.960704,0.965292091,,,,
800,1.0559119,1.0618014,0.959919909,0.965274,,,,
801,1.0563959,1.0617303,0.960359909,0.965209364,,,,
802,1.0561973,1.0616856,0.960179364,0.965168727,,,,
803,1.0563992,1.0616332,0.960362909,0.965121091,,,,
804,1.0564234,1.0615748,0.960384909,0.965068,,,,
805,1.0563426,1.0615315,0.960311455,0.965028636,,,,
806,1.0562061,1.0614998,0.960187364,0.964999818,,,,
807,1.0560441,1.0614311,0.960040091,0.964937364,,,,
808,1.0562102,1.0614311,0.960191091,0.964937364,,,,
809,1.0560403,1.0613332,0.960036636,0.964848364,,,,
810,1.0559556,1.0613459,0.959959636,0.964859909,,,,
811,1.0560746,1.0612429,0.960067818,0.964766273,,,,
812,1.0554202,1.0612204,0.959472909,0.964745818,,,,
813,1.0559099,1.0611457,0.959918091,0.964677909,,,,
814,1.0558702,1.0612872,0.959882,0.964806545,,,,
815,1.0558451,1.0614434,0.959859182,0.964948545,,,,
816,1.0558696,1.0615479,0.959881455,0.965043545,,,,
817,1.0556734,1.0609514,0.959703091,0.964501273,,,,
818,1.0560325,1.0615277,0.960029545,0.965025182,,,,
819,1.0562433,1.0614257,0.960221182,0.964932455,,,,
820,1.056231,1.0613143,0.96021,0.964831182,,,,
821,1.0560735,1.0609518,0.960066818,0.964501636,,,,
822,1.0560207,1.060938,0.960018818,0.964489091,,,,
823,1.0558449,1.0607998,0.959859,0.964363455,,,,
824,1.0557081,1.0606593,0.959734636,0.964235727,,,,
825,1.055433,1.0606352,0.959484545,0.964213818,,,,
826,1.0554985,1.0605929,0.959544091,0.964175364,,,,
827,1.0551714,1.0605938,0.959246727,0.964176182,,,,
828,1.0553768,1.0605249,0.959433455,0.964113545,,,,
829,1.0551858,1.0604925,0.959259818,0.964084091,,,,
830,1.0549672,1.0604221,0.959061091,0.964020091,,,,
831,1.055232,1.0603994,0.959301818,0.963999455,,,,
832,1.0551808,1.060347,0.959255273,0.963951818,,,,
833,1.0551609,1.0602983,0.959237182,0.963907545,,,,
834,1.055109,1.0602287,0.95919,0.963844273,,,,
835,1.055006,1.060349,0.959096364,0.963953636,,,,
836,1.0549853,1.0602677,0.959077545,0.963879727,,,,
837,1.0550035,1.0601395,0.959094091,0.963763182,,,,
838,1.0549945,1.0600444,0.959085909,0.963676727,,,,
839,1.0549045,1.0598991,0.959004091,0.963544636,,,,
840,1.0548638,1.0600443,0.958967091,0.963676636,,,,
841,1.0547934,1.0603197,0.958903091,0.963927,,,,
842,1.0547316,1.0604105,0.958846909,0.964009545,,,,
843,1.0547237,1.0606004,0.958839727,0.964182182,,,,
844,1.0552684,1.0603217,0.959334909,0.963928818,,,,
845,1.0551511,1.0602278,0.959228273,0.963843455,,,,
846,1.0554529,1.0601828,0.959502636,0.963802545,,,,
847,1.0552084,1.062176,0.959280364,0.965614545,,,,
848,1.0550082,1.060009,0.959098364,0.963644545,,,,
849,1.0508832,1.0599493,0.955348364,0.963590273,,,,
850,1.0516613,1.0599053,0.956055727,0.963550273,,,,
851,1.0524553,1.0597689,0.956777545,0.963426273,,,,
852,1.0531665,1.0596063,0.957424091,0.963278455,,,,
853,1.0533838,1.0595294,0.957621636,0.963208545,,,,
854,1.0534256,1.0594085,0.957659636,0.963098636,,,,
855,1.0530258,1.0593295,0.957296182,0.963026818,,,,
856,1.0534935,1.0592904,0.957721364,0.962991273,,,,
857,1.05318,1.0593057,0.957436364,0.963005182,,,,
858,1.0535216,1.0592238,0.957746909,0.962930727,,,,
859,1.0536325,1.0588835,0.957847727,0.962621364,,,,
860,1.0535709,1.0590043,0.957791727,0.962731182,,,,
861,1.0534998,1.058691,0.957727091,0.962446364,,,,
862,1.0533808,1.0588838,0.957618909,0.962621636,,,,
863,1.0531749,1.0591102,0.957431727,0.962827455,,,,
864,1.0529065,1.0593374,0.957187727,0.963034,,,,
865,1.0535423,1.0594585,0.957765727,0.963144091,,,,
866,1.0524279,1.0591698,0.956752636,0.962881636,,,,
867,1.0536706,1.0594915,0.957882364,0.963174091,,,,
868,1.0533203,1.0593586,0.957563909,0.963053273,,,,
869,1.0535209,1.0590367,0.957746273,0.962760636,,,,
870,1.0531764,1.0590506,0.957433091,0.962773273,,,,
871,1.0527658,1.0583591,0.957059818,0.962144636,,,,
872,1.0534636,1.0584643,0.957694182,0.962240273,,,,
873,1.0533673,1.0582204,0.957606636,0.962018545,,,,
874,1.0527971,1.0583018,0.957088273,0.962092545,,,,
875,1.0523404,1.0582722,0.956673091,0.962065636,,,,
876,1.0530014,1.0581897,0.957274,0.961990636,,,,
877,1.0525203,1.0581117,0.956836636,0.961919727,,,,
878,1.0525366,1.0580318,0.956851455,0.961847091,,,,
879,1.051733,1.0580301,0.956120909,0.961845545,,,,
880,1.0524799,1.0579691,0.956799909,0.961790091,,,,
881,1.052588,1.0578641,0.956898182,0.961694636,,,,
882,1.0525752,1.0577424,0.956886545,0.961584,,,,
883,1.0527914,1.0571668,0.957083091,0.961060727,,,,
884,1.0526985,1.0575514,0.956998636,0.961410364,,,,
885,1.0527894,1.0574573,0.957081273,0.961324818,,,,
886,1.0526328,1.0573447,0.956938909,0.961222455,,,,
887,1.052771,1.0573887,0.957064545,0.961262455,,,,
888,1.0522097,1.0575283,0.956554273,0.961389364,,,,
889,1.0523617,1.0575508,0.956692455,0.961409818,,,,
890,1.0524811,1.057636,0.956801,0.961487273,,,,
891,1.0525711,1.057688,0.956882818,0.961534545,,,,
892,1.0528119,1.0582646,0.957101727,0.962058727,,,,
893,1.0528648,1.0580152,0.957149818,0.961832,,,,
894,1.052736,1.0584699,0.957032727,0.962245364,,,,
895,1.0529732,1.0585195,0.957248364,0.962290455,,,,
896,1.0526407,1.0582325,0.956946091,0.962029545,,,,
897,1.0531281,1.0579498,0.957389182,0.961772545,,,,
898,1.0530777,1.0571623,0.957343364,0.961056636,,,,
899,1.0526106,1.0573776,0.956918727,0.961252364,,,,
900,1.0524502,1.056951,0.956772909,0.960864545,,,,
901,1.0525759,1.0565991,0.956887182,0.960544636,,,,
902,1.0523605,1.0569282,0.956691364,0.960843818,,,,
903,1.0517905,1.0567974,0.956173182,0.960724909,,,,
904,1.0518893,1.056794,0.956263,0.960721818,,,,
905,1.051807,1.0568153,0.956188182,0.960741182,,,,
906,1.0521044,1.0565366,0.956458545,0.960487818,,,,
907,1.0520855,1.0565406,0.956441364,0.960491455,,,,
908,1.0520968,1.056318,0.956451636,0.960289091,,,,
909,1.0516568,1.0552729,0.956051636,0.959339,,,,
910,1.0512604,1.0538625,0.955691273,0.958056818,,,,
911,1.0503777,1.0570359,0.954888818,0.960941727,,,,
912,1.0492328,1.0550219,0.953848,0.959110818,,,,
913,1.0511354,1.0546775,0.955577636,0.958797727,,,,
914,1.0503712,1.056022,0.954882909,0.96002,,,,
915,1.0497186,1.0540189,0.954289636,0.958199,,,,
916,1.0507462,1.0544653,0.955223818,0.958604818,,,,
917,1.0489644,1.0553397,0.953604,0.959399727,,,,
918,1.0495366,1.0554036,0.954124182,0.959457818,,,,
919,1.0495332,1.0549339,0.954121091,0.959030818,,,,
920,1.0506791,1.0551573,0.955162818,0.959233909,,,,
921,1.0501242,1.0553977,0.954658364,0.959452455,,,,
922,1.0504221,1.0548018,0.954929182,0.958910727,,,,
923,1.0503535,1.0549315,0.954866818,0.959028636,,,,
924,1.0500113,1.0554911,0.954555727,0.959537364,,,,
925,1.050357,1.0541521,0.95487,0.958320091,,,,
926,1.0505685,1.0543972,0.955062273,0.958542909,,,,
927,1.0495107,1.0553559,0.954100636,0.959414455,,,,
928,1.0496556,1.0539442,0.954232364,0.958131091,,,,
929,1.0500941,1.0539424,0.954631,0.958129455,,,,
930,1.0493286,1.0537391,0.953935091,0.957944636,,,,
931,1.0491835,1.0536481,0.953803182,0.957861909,,,,
932,1.0490272,1.0537351,0.953661091,0.957941,,,,
933,1.0493268,1.0529473,0.953933455,0.957224818,,,,
934,1.0492687,1.0533408,0.953880636,0.957582545,,,,
935,1.0485555,1.0531996,0.953232273,0.957454182,,,,
936,1.0490447,1.0525047,0.953677,0.956822455,,,,
937,1.0488641,1.0526198,0.953512818,0.956927091,,,,
938,1.0480819,1.0538545,0.952801727,0.958049545,,,,
939,1.0484674,1.0545318,0.953152182,0.958665273,,,,
940,1.0493623,1.0551267,0.953965727,0.959206091,,,,
